"id","name","short_name","code","address","phone","email","website","working_hours","x_coordinate","y_coordinate","wgs_longitude","wgs_latitude","institution_type"
235,"Vilniaus lopšelis-darželis „Šypsena“","Šypsena","190011766","P. Višinskio g. 23","+370 5 261 11 68","rastine@sypsena.vilnius.lm.lt","http://www.sypsena.vilnius.lm.lt/","6.00-18.00","0","0",,,"School_type_playschool"
236,"Vilniaus lopšelis-darželis „Šnekutis“","Šnekutis (Vytenio g. 41)","190017267","Vytenio g. 41","+370 5 213 04 84","rastine@snekutis.vilnius.lm.lt","http://www.snekutis.vilnius.lm.lt/","6.30-18.30","6060541","581507",,,"School_type_playschool"
237,"Vilniaus lopšelis-darželis „Užupiukas“","Užupiukas","190022442","Filaretų g. 19","+370 5 215 49 02","rastine@uzupiukas.vilnius.lm.lt","uzupiukas.lt","6.30-18.30","6061661","584234",,,"School_type_playschool"
238,"Vilniaus lopšelis-darželis „Vaidilutė“","Vaidilutė","190015978","Rinktinės g. 29","+370 5 275 13 54","rastine@vaidilute.vilnius.lm.lt","http://www.vaidilute.vilnius.lm.lt/","6.30-18.30","6063132","583062",,,"School_type_playschool"
239,"Vilniaus lopšelis-darželis „Vandenis“","Vandenis","190033990","P. Žadeikos g. 14A","+370 5 248 36 36","rastine@vandenis.vilnius.lm.lt","http://ldvandenis.lt/","6.30-.18.30","6067055","579871",,,"School_type_playschool"
240,"Vilniaus lopšelis-darželis „Varpelis“","Varpelis","190030019","Ukmergės g. 204","+370 5 242 28 45","rastine@varpelis.vilnius.lm.lt","https://www.darzelisvarpelis.lt/","6.00-18.00","6064729","580302",,,"School_type_playschool"
241,"Vilniaus lopšelis-darželis „Vėjelis“","Vėjelis (Gabijos g. 21)","190032899","Gabijos g. 21","+370 5 247 36 56","rastine@vejelis.vilnius.lm.lt","https://vejelis.lt/grupes/","6.30-18.30","6066861","578763",,,"School_type_playschool"
242,"Vėjelis (Medeinos g. 8A)","Vėjelis (Medeinos g. 8A)","190032899-10220","Medeinos g. 8A","+370 5 247 36 56","rastine@vejelis.vilnius.lm.lt","https://vejelis.lt/grupes/",,"6066703","579031",,,"School_type_playschool"
243,"Vilniaus lopšelis-darželis „Vėtrungė“","Vėtrungė","190028096","Gardino g. 8","+370 5 261 91 51","rastine@vetrunge.vilnius.lm.lt","https://www.ldvetrunge.lt/","6.30-18.30","6059622","583920",,,"School_type_playschool"
244,"Vilniaus lopšelis-darželis „Vilnelė“","Vilnelė","190023544","Pergalės g. 20","+370 5 26 70 734","rastine@vilnele.vilnius.lm.lt","http://www.vilnele.vilnius.lm.lt/","6.00-18.00","6062147","591050",,,"School_type_playschool"
245,"Vilniaus lopšelis-darželis „Vėrinėlis“","Vėrinėlis","190033848","S. Stanevičiaus g. 68","+370 5 247 91 29","rastine@verinelis.vilnius.lm.lt","https://www.xn--vilniausvrinlis-k8bd.lt/","6.30-18.30","6066290","580731",,,"School_type_playschool"
246,"Vilniaus lopšelis-darželis „Viltenė“","Viltenė","190014538","Gerosios Vilties g. 7A","+370 5 233 76 49","rastine@viltene.vilnius.lm.lt","http://viltene.lt/","6.30-18.30","6059971","580170",,,"School_type_playschool"
247,"Vilniaus lopšelis-darželis „Voveraitė“","Voveraitė","190012868","Jūratės g. 4A","+370 5 234 36 93","rastine@voveraite.vilnius.lm.lt","https://www.vilniausvoveraite.lt/","7.00-19.00","6063156","584800",,,"School_type_playschool"
248,"Vilniaus Trakų Vokės lopšelis-darželis","Trakų Vokės","291326310","Eduardo Andrė g. 6","+370 5 264 51 42","rastine@trakuvoke.vilnius.lm.lt","https://www.trakuvokesdarzelis.lt/","7.00-18.00","6055241","571717",,,"School_type_playschool"
249,"Vilniaus lopšelis-darželis „Zylutė“","Zylutė","190029198","Justiniškių g. 45","+370 5 241 0220","rastine@zylute.vilnius.lm.lt","https://www.zylute.lt/","6.30-18.30","6063900","578692",,,"School_type_playschool"
250,"Vilniaus lopšelis-darželis „Želmenėliai“","Želmenėliai","190023359","Šaltkalvių g. 30","+370 5 216 50 85","rastine@zelmeneliai.vilnius.lm.lt","http://zelmeneliai.com/","6.30-18.30","6058911","581955",,,"School_type_playschool"
251,"Vilniaus lopšelis-darželis „Žemyna“","Žemyna","190032027","Žemynos g. 13","+370 247 16 18","rastine@zemyna.vilnius.lm.lt","www.zemyna.vilnius.lm.lt","6.30-18.30","6066007","579220",,,"School_type_playschool"
252,"Vilniaus lopšelis-darželis „Žemuogėlė“","Žemuogėlė","290011190","Architektų g. 108","+370 5 244 74 50","rastine@zemuogele.vilnius.lm.lt","http://www.zemuogele.lt/","7.00-19.00","6060702","577330",,,"School_type_playschool"
253,"Vilniaus lopšelis-darželis „Žibutė“","Žibutė","290023730","Architektų g. 62","+370 5 244 25 70","rastine@zibute.vilnius.lm.lt","https://www.zibute.lt/","6.30-18.30","6060142","578099",,,"School_type_playschool"
254,"Vilniaus lopšelis-darželis „Žiedas“","Žiedas","190032212","Žemynos g. 41","+370 5 247 17 35","rastine@ziedas.vilnius.lm.lt","http://darzelisziedas.lt/","6.30-18.00","6066420","579182",,,"School_type_playschool"
255,"Vilniaus lopšelis-darželis „Žilvitis“","Žilvitis","190022823","Viršuliškių g. 9","+370 241 67 14","rastine@zilvitis.vilnius.lm.lt","https://www.vilniauszilvitis.lt/","7.00-19.00","6064823","579066",,,"School_type_playschool"
256,"Vilniaus „Žilvinėlio“ lopšelis-darželis","Žilvinėlio","190015825","Taikos g. 130","+370 5 241 92 12","rastine@zilvinelis.vilnius.lm.lt","http://www.zilvinelis.lt/","7.00-19.00","6065108","578345",,,"School_type_playschool"
257,"Vilniaus lopšelis-darželis „Žiogelis“","Žiogelis (J. Kolaso g. 15)","190013774","J. Kolaso g. 15","+370 5 267 09 69","rastine@ziogelis.vilnius.lm.lt","http://www.pavilnioziogelis.lt/","6.30-18.30","6060159","587527",,,"School_type_playschool"
258,"Vilniaus lopšelis-darželis „Žolynėlis“","Žolynėlis","190023163","Žolyno g. 44","+370 5 234 34 00","rastine@zolynelis.vilnius.lm.lt","http://www.zolynelis.vilnius.lm.lt/","7.00-19.00","6064324","586286",,,"School_type_special,School_type_playschool"
259,"Vilniaus lopšelis-darželis „Žuvėdra“","Žuvėdra","190017648","Parko g. 8A","+370 5 267 36 43","rastine@zuvedra.vilnius.lm.lt","http://www.zuvedra.vilnius.lm.lt/","6.00-18.00","6062362","591153",,,"School_type_playschool"
260,"Vilniaus lopšelis-darželis „Žvangutis“","Žvangutis","190017833","Rinktinės g. 38A","+370 5 275 36 15","rastine@zvangutis.vilnius.lm.lt","http://vilnius-zvangutis.lt/","7.00-19.00","6063137","582826",,,"School_type_playschool"
261,"Vilniaus lopšelis-darželis „Žirniukas“ (Bistryčios g. 9A)","Žirniukas (Bistryčios g. 9A)","190018892","Verkių g. 17","+370 5 276 56 66","rastine@zirniukas.vilnius.lm.lt","http://www.zirniukas.vilnius.lm.lt/","6.30-18.30","6064149","582987",,,"School_type_playschool"
262,"Vilniaus lopšelis-darželis „Šilelis“","Šilelis","290026840","Sietyno g. 5","+370 5 245 98 00","rastine@silelis.vilnius.lm.lt","https://www.vilniaussilelis.lt/","6.30-18.30","6061683","577294",,,"School_type_playschool"
263,"Vilniaus lopšelis-darželis „Justinukas“","Justinukas (laikinai vykdo veiklą kitu adresu)","190016731","Taikos g. 99","+37052422429","rastine@justinukas.vilnius.lm.lt","https://www.justinukas.vilnius.lm.lt/","6.30-18.30","6065757","578141",,,"School_type_playschool"
264,"Vilniaus lopšelis-darželis „Bangelė“","Bangelė","190020434","Žemaitės g. 3","+370 5 213 41 94","rastine@bangele.vilnius.lm.lt","https://www.ldbangele.lt/","6.00-18.00","6060388","580757",,,"School_type_playschool"
265,"Vilniaus lopšelis-darželis „Gėlynas“","Gėlynas","190012334","Gėlių g. 9A","+370 5 2 33 25 ","rastine@gelynas.vilnius.lm.lt","https://sites.google.com/site/darzelisgelynas/","6.30-18.30","6060442","582724",,,"School_type_playschool"
266,"Vilniaus lopšelis-darželis „Obelėlė“","Obelėlė","190023882","Architektų g. 204","+370 5 244 29 69","rastine@obelele.vilnius.lm.lt","http://www.obelele.vilnius.lm.lt/","7.00-18.00","6061258","578692",,,"School_type_playschool"
267,"Vilniaus lopšelis-darželis „Spygliukas“","Spygliukas","190022595","Architektų g. 16","+370 244 30 03","rastine@spygliukas.vilnius.lm.lt","http://www.spygliukas.vilnius.lm.lt/","6.30-18.30","6060560","578449",,,"School_type_playschool"
268,"Vilniaus lopšelis-darželis „Vieversys“","Vieversys","190020815","Žirmūnų g. 89","+370 277 06 26","rastine@vieversys.vilnius.lm.lt","https://www.vieversys.lt/","7.00-18.00","6065626","584093",,,"School_type_playschool"
269,"Vilniaus lopšelis-darželis „Žirmūnėliai“","Žirmūnėliai","290020620","Žirmūnų g. 13","+370 5 276 63 98","rastine@zirmuneliai.vilnius.lm.lt","http://www.zirmuneliai.vilnius.lm.lt/","6.30-18.30","6064693","584178",,,"School_type_playschool"
270,"Vilniaus darželis-mokykla „Dainorėliai“","Dainorėliai (Goštauto g. 4)","190012291-688","Goštauto g. 4","+370 5 249 75 72","rastine@dainoreliu.vilnius.lm.lt","https://www.dainoreliai.lt/","7.00-18.15","0","0",,,"School_type_mainstream,School_type_playschool"
271,"Vilniaus lopšelis-darželis „Gabijėlė“","Gabijėlė","190033271","Gabijos g. 1","+370 2 47 19 25","rastine@gabijele.vilnius.lm.lt","http://gabijele.lt/","6.30-18.30","6066898","579033",,,"School_type_playschool"
272,"Vilniaus lopšelis-darželis „Saulėgrąža“","Saulėgrąža","190027560","Taikos g. 31","+370 5 247 41 82","rastine@saulegraza.vilnius.lm.lt","http://saulegraza.net/","6.30-18.30","6065577","579285",,,"School_type_playschool"
273,"Vilniaus lopšelis-darželis „Pilaitukas“","Pilaitukas (I. Kanto al. 7A)","301879757","I. Kanto al. 7A","+370 666 88 343","rastine@pilaitukas.vilnius.lm.lt","http://darzelispilaitukas.lt/","7.00-19.00","6063638","576320",,,"School_type_playschool"
274,"Vilniaus lopšelis-darželis „Pilaitukas“","Pilaitukas (Įsruties g. 27-101)","301879757-723","Įsruties g. 27","+370 5 250 57 19","rastine@pilaitukas.vilnius.lm.lt","http://pilaitukas.lt/","7.00-19.00","6064799","576100",,,"School_type_playschool"
275,"Vilniaus lopšelis-darželis „Pilaitukas“","Pilaitukas (Vydūno g. 2-57A)","301879757-10219","Vydūno g. 2 - 57A","+370 5 250 57 19","rastine@pilaitukas.vilnius.lm.lt","http://pilaitukas.lt/","8:00-19:00","0","0",,,"School_type_playschool"
277,"Vilniaus lopšelis-darželis „Švelnukas“","Švelnukas","190019656","Žalgirio g. 115","+370 5 276 63 42","rastine@svelnukas.vilnius.lm.lt","http://www.svelnukas.vilnius.lm.lt/","6.30-18.00","6063870","582480",,,"School_type_playschool"
278,"Vilniaus lopšelis-darželis „Boružėlė“","Boružėlė","190021721","Latvių g. 40","+370 5 275 32 19","rastine@boruzele.vilnius.lm.lt","http://www.boruzeleld.lt/","6.30-18.30","6062729","580386",,,"School_type_playschool"
279,"Vilniaus lopšelis-darželis „Giliukas“","Giliukas","302716948","Minties g. 1","+370 2 70 50 75","rastine@giliukas.vilnius.lm.lt","-","6.30-18.30","6064058","583842",,,"School_type_playschool"
280,"Vilniaus Lazdynų mokykla","Lazdynų mokykla (Liudvinavo g.128)","190005489-676","Liudvinavo g. 128","+370 524 45158","rastine@lazdynu.vilnius.lm.lt","http://www.lazdynumokykla.lt/","I-IV 7.00-18.00, V-7.00-17.30","6055957","572917",,,"School_type_playschool"
281,"VĮ Mažasis Trinapolis mok. 160 Eur","VĮ Mažasis Trinapolis mok. 160 Eur","15","Trinapolio g. 3A","+37065848929","info@mazasistrinapolis.lt",,,"6066001","583008","25.288570","54.723520","School_type_private_playschool"
282,"Vilniaus Santariškių lopšelis-darželis","Santariškių","303384413","Santariškių g. 27A","+370 5 219 48 34","rastine@santariskes.vilnius.lm.lt","http://santariskiudarzelis.lt/","7:00-18:30","6070181","582535",,,"School_type_playschool"
283,"VMSA testuojamas darželis","VMSA testuojamas darželis","1","test","1","test",,,"0","0",,,"School_type_playschool"
285,"Dienos centras šviesa","Dienos centras šviesa","190997946-317","Baltasis Skersgatvis 3, Vilnius 01207","+370 5 212 1578","dcsviesa@takas.lt","www.dcsviesa.lt",,"6061388","584087",,,"School_type_playschool,School_type_pension"
286,"Dienos centras „Šviesa“","Dienos centras Šviesa","190997946","Baltasis skg. 3A","+370 5 212 1578","dcsviesa@takas.lt",,,"6061407","584122",,,"School_type_playschool,School_type_pension"
287,"Vilniaus lopšelis-darželis „Ąžuolas“","Ąžuolas","303318623","Žirmūnų g. 32","+370 5 219 99 82","rastine@azuolas.vilnius.lm.lt","http://azuolasld.lt/","7.00-19.00","6063664","583795",,,"School_type_playschool"
288,"Valakampių socialinių paslaugų namai","Valakampių socialinių paslaugų namai","190998090","Rukeliškių g. 44, Vilniaus m., Vilniaus m. sav., LT-10101","+370 5 277 7838","valakampiu@valakampiuspn.lt",,,"6068057","583933",,,"School_type_playschool,School_type_pension"
289,"Vilniaus lopšelis-darželis „Gluosnis“","Gluosnis","304028651","Justiniškių g. 65","+370 5 2 31 95 77","rastine@gluosnis.vilnius.lm.lt","www.gluosnis.vilnius.lm.lt","7.00-18.00","6064191","578425",,,"School_type_playschool"
291,"Vilniaus lopšelis-darželis „Žolynas“","Žolynas","304221230","Žolyno g. 45A","+370 5 234 14 39","rastine@zolynas.vilnius.lm.lt","http://zolynodarzelis.lt/","7:00-18.30","6064325","586025",,,"School_type_special,School_type_playschool"
292,"VšĮ ""Smalsuolis""","VšĮ ""Smalsuolis""","303086484","Paeglinės Sodų 1-oji g. 1","867248316","linagikeviciene@gmail.com",,,"6060741","588408",,,"School_type_private_playschool"
293,"Všį Karalių pasaka","Všį Karalių pasaka","300670377","Šerkšno g. 16","+37060654118","karaliupasaka@yahoo.com",,,"6058694","576625","25.187600","54.658890","School_type_private_playschool"
294,"Vilniaus saulės vaikai","Saulės vaikai","302621261","Kernavės g. 16","868785417","info@vaiku-darzelis.lt","http://www.vaiku-darzelis.lt",,"6063710","582212",,,"School_type_private_playschool"
295,"VšĮ ""Žemės aidas""","VšĮ ""Žemės aidas""","303123908","Aido g. 7","+37067987766","zemesaidas@gmail.com",,,"6059988","583746","25.298300","54.669380","School_type_private_playschool"
296,"UAB ""Superdarželiai""","UAB ""Superdarželiai""","303194093","Gabijos g. 42","+37068461466","info@superbriedis.lt","http://www.superbriedis.lt",,"6067347","578963","25.226160","54.736260","School_type_private_playschool"
297,"VšĮ ""Aitvariukai""","VšĮ ""Aitvariukai""","303378734","S. Stanevičiaus g. 61","869904224","info@aitvariukai.lt","www.aitvariukai.lt",,"6066501","580980",,,"School_type_private_playschool"
298,"VšĮ ""Vaikų dvarelis""","VšĮ ""Vaikų dvarelis""","303776357","Ukmergės g. 196","861569954","vileitiene@hotmail.com","www.vaikudvarelis.lt",,"6064600","580392",,,"School_type_private_playschool"
299,"VšĮ ""Pepės akademija""","VšĮ ""Pepės akademija""","303359876","Viršuliškių g. 53A","860177762","pepes.akademija@gmail.com","www.pepesakademija.lt",,"6064133","578693",,,"School_type_private_playschool"
300,"VšĮ ""Kartu saldu""","VšĮ ""Kartu saldu""","302562980","Krokuvos g. 8","867579964","visiemskartu@gmai.com",,,"6063026","582659",,,"School_type_private_playschool"
301,"Neringos Čereškevičienės įmonė ""TELE BIM BAM studija""","Neringos Čereškevičienės įmonė ""TELE BIM BAM studija""","224164280","Algirdo g. 11","68 750 784","tbbdarzelis@gmail.com","www.telebimbam.lt",,"6061128","581894",,,"School_type_private_playschool"
302,"UAB ""Sniego liūtas""","UAB ""Sniego liūtas""","303362121","Konstitucijos pr. 12","868770179","snow.lion.vilnius@gmail.com","www.sniegoliutas.lt",,"6062814","582382",,,"School_type_private_playschool"
303,"VšĮ ""Montessori metodo centras""","VšĮ ""Montessori metodo centras""","122238891","Jovaro g. 6","+37065694510","montessoricentras@gmail.com","http://www.montessoricentras.lt/",,"6061280","581349","25.261510","54.681380","School_type_private_playschool"
304,"Nevalstybinis vaikų darželis ""Nendrė""","Nendrė","195004964","Giedraičių g. 16A","852752282","nendre@post.5ci.lt",,,"6063230","582380",,,"School_type_private_playschool"
305,"Viešoji įstaiga Rudolfo Stainerio gydomosios pedagogikos centras","Viešoji įstaiga Rudolfo Stainerio gydomosios pedagogikos centras","110080871","Vido Maciulevičiaus g. 20","864659955","centras@stainerio.info","http://www.rsgpc.org/",,"6061958","577803",,,"School_type_private_playschool"
306,"Antano Mockaus Asociacija","Antano Mockaus Asociacija","301520035","Architektų g. 49","867868027","vaikuciu@gmail.com","http://www.mockus.eu",,"6060551","577431",,,"School_type_private_playschool"
307,"VšĮ ""Metų laikai""","VšĮ ""Metų laikai""","300913594","Liepkalnio g. 86A","852513284","metulaikai@zebra.lt","http://www.metu-laikai.lt",,"6058754","584131",,,"School_type_private_playschool"
308,"VŠĮ „Namų darželis“","Namų darželis","300883820","Žirmūnų g. 139A","852737261","info@ziniukas.lt","www.ziniukas.lt/pradine-mokykla/",,"6066093","583566",,,"School_type_private_playschool"
309,"Valdorfo darželis všį vaikų darželis ""Namelis medyje""","Namelis medyje","300776494","Saulės g. 9A","+37062213901","labas@valdorfodarzelis.lt",,,"6062651","584545","25.311450","54.693180","School_type_private_playschool"
310,"VšĮ ""Mėnulio vaikai""","VšĮ “Mėnulio vaikai“","302498264","Šermukšnių g. 4B","+37063000491","info@menuliovaikai.lt","http://www.menuliovaikai.lt",,"6062295","582163","25.274420","54.690360","School_type_private_playschool"
311,"VšĮ Švietimo ir ugdymo centras","VšĮ Švietimo ir ugdymo centras","302553262","Rinktinės g. 26","868115974","darzelisreg@gmail.com",,,"6062861","583015",,,"School_type_private_playschool"
312,"VšĮ Vilniaus inžinerijos ir technologijų licėjus","VšĮ Vilniaus inžinerijos ir technologijų licėjus","302562877","Žemuogių g. 10","+37065514411","info@manodarzelis.lt","http://www.manodarzelis.lt",,"6068272","582061","25.274520","54.744070","School_type_private_playschool"
313,"VšĮ ""KLAUŽADA""","VšĮ KLAUŽADA","302520038","Aukštaičių g. 2","+37060692080","zivile@darzelisklauzada.lt","www.smm.lt/nsivst.htm",,"6061085","583775","25.299070","54.679230","School_type_private_playschool"
314,"VšĮ Bajorų vaikų lopšelis-darželis ""Šypsenėlė""","Šypsenėlė","302571221","Antano Gelgaudo g. 24","+37060605393","vistafeja@gmail.com","http://www.bajorudarzelis.lt/",,"6068704","579170","25.229740","54.748420","School_type_private_playschool"
315,"VšĮ Dienos centras ""Boružėlės""","VšĮ Dienos centras “Boružėlės“","302498613","Fizikų g. 3","867356070","info@boruzeles.lt","http://www.boruzeles.lt/",,"6069641","581529",,,"School_type_private_playschool"
316,"Darželis „Šilagėlė“ (VŠĮ „SG8“)","Šilagėlė","191743947","Liepyno g. 4","869880252","administracija@silagelesdarzeliai.lt; zverynas@silagelesdarzeliai.lt","http://www.silagelesdarzeliai.lt/",,"6063057","580905",,,"School_type_private_playschool"
317,"VšĮ DUKU","VšĮ DUKU","302297941","Šeškinės g. 65","852461772","tomasduku@gmail.com",,,"6065090","580035",,,"School_type_private_playschool"
318,"VšĮ ""Vilniaus Montessori""","VšĮ “Vilniaus Montessori“","302442881","Latvių g. 16A","+37064070875","admin@vms.lt","http://www.vms.lt",,"6062755","580753","25.252670","54.694720","School_type_private_playschool"
319,"VšĮ ""Balsių darželis""","Balsių darželis","302593755","Vilkynės g. 40","865544626","info@balsiudarzelis.lt","http://www.balsiudarzelis.lt/",,"6071725","588183",,,"School_type_private_playschool"
320,"VšĮ ""Baltupių darželis""","Baltupių darželis","302592863","Kalvarijų g. 281","869833563","info@baltupiudarzelis.lt","http://www.baltupiudarzelis.lt",,"6067355","582367",,,"School_type_private_playschool"
321,"VšĮ ""Zebriukas""","Zebriukas","302544815","Juliaus Juzeliūno g. 16","+37068887544","info@katinodieneles.lt","http://zebriukodarzelis.lt",,"6066409","580133","25.244060","54.727650","School_type_private_playschool"
322,"UAB Vaikystės sodas (L. Sapiegos sodas)","UAB Vaikystės sodas (L. Sapiegos sodas)","302602019","Antakalnio g. 28","+37069687949","info@vaikystes-sodas.lt","http://vaikystes-sodas.lt",,"6063329","584339","25.308460","54.699300","School_type_private_playschool"
323,"UAB ""PUM plius""","UAB ""PUM plius""","122091270","V. Grybo g. 7","852711079","info@gimnazija.lt","http://gimnazija.lt",,"6063580","584756",,,"School_type_private_playschool"
324,"VšĮ „Du bambliai“","Du bambliai (Taškius Bajoruose)","302890977","Smėlio g. 18","+37069139655","info@taskius.lt","http://www.taskius.lt/",,"6064094","584670","25.313810","54.706110","School_type_private_playschool"
325,"VšĮ Katalikiškas vaikų darželis ""MAŽUTĖLIAMS""","MAŽUTĖLIAMS","302576752","Kalvarijų g. 331","+37064839310","darzelis.mazuteliams@gmail.com","http://www.mazuteliams.lt",,"6067771","582330","25.278550","54.739530","School_type_private_playschool"
326,"VšĮ ""Saulužės vaikai""","VšĮ ""Saulužės vaikai""","302659212","Ateities g. 44","865012510","a.jolanta1@gmail.com","http://www.sauluzesvaikai.lt/",,"6066691","580397",,,"School_type_private_playschool"
327,"NUA „Abadelė“","Abadelė","302629023","Aukštagirio g. 18","868747907","lopselis.abadele@gmail.com","http://www.abadele.lt/",,"6067794","587071",,,"School_type_private_playschool"
328,"Všį ""Vaiko medis""","Všį “Vaiko medis“","302637276","M. K. Čiurlionio g. 18A","+37061913890","info@vaikomedis.lt","http://www.vaikomedis.lt",,"6061353","581467","25.263360","54.682020","School_type_private_playschool"
329,"VšĮ ""Atradimų namai"" - Aukštyn kojom","VšĮ ""Atradimų namai"" - Aukštyn kojom","302787322","Gulbių g. 5","861288585","darzelis@aukstynkojom.lt",,,"6062951","580218",,,"School_type_private_playschool"
330,"VšĮ ""Balseliai""","VšĮ ""Balseliai""","300021830","Bubilo g. 7","861006560","balseliai@gmail.com","http://www.balseliai.lt",,"6072267","587138",,,"School_type_private_playschool"
331,"VšĮ ""SAULĖS ZUIKUČIAI""","VšĮ ""SAULĖS ZUIKUČIAI""","302517063","Kalvarijų g. 290","+37067957542","zuikuciu.pastas@gmail.com","http://www.sauleszuikuciai.lt/",,"6066994","582309","25.278010","54.732550","School_type_private_playschool"
332,"VšĮ „Trys bambliai“ (Taškius Senamiestyje, Taškius Bernardinuose)","Trys bambliai","303375930","Pilies g. 22","+37069139655","info@taskius.lt",,,"6061476","583139","25.289320","54.682850","School_type_private_playschool"
333,"VšĮ ""Vaikų kiemelis""","VšĮ Vaikų kiemelis","302825919","Eitminų g. 16","+37064857067","vaiku.kiemelis@yahoo.com",,,"6067763","578525","25.219470","54.740070","School_type_private_playschool"
334,"VšĮ ""Vaikų akademija""","VšĮ ""Vaikų akademija""","302625968","Algimanto Petro Kavoliuko g. 2A","864151255","info@minidarzelis.lt","http://minidarzelis.lt",,"6063164","578127",,,"School_type_private_playschool"
335,"VšĮ Vilniaus nevalstybinis vaikų lopšelis-darželis ""Rudnosiukas""","Rudnosiukas","302919286","Rūko g. 19A, Vilnius","860868848","info.rudnosiukas@gmail.com","http://www.rudnosiukas.eu/",,"0","0",,,"School_type_private_playschool"
336,"VšĮ ""Mažasis Trinapolis""","VšĮ ""Mažasis Trinapolis""","302937850","Trinapolio g. 11","867089392","rdauniene@gmail.com",,,"6066065","583013",,,"School_type_private_playschool"
337,"VšĮ Geniukas","VšĮ Geniukas","302991855","Bijūnų g. 16","+37061783313","info@geniukas.lt","http://geniukas.lt/",,"6059543","578698","25.219940","54.666200","School_type_private_playschool"
338,"VšĮ Šviesos slėnis","VšĮ Šviesos slėnis","302848953","Kalvarijų Sodų 6-oji g. 21","865290590","info@sviesos-slenis.lt","http://www.sviesos-slenis.lt/",,"6067164","582611",,,"School_type_private_playschool"
339,"VšĮ Euro darželis","Euro darželis","303003691","Eitminų g. 16","+37068482288","bagdoniene.ingrida@gmail.com","http://www.eurodarzelis.lt",,"6067763","578525","25.219470","54.740070","School_type_private_playschool"
340,"VšĮ Pupų pėdelis","VšĮ Pupų pėdelis","303053648","Vydūno g. 17-28, Vilnius.","868520255","info@pupu.lt","http://www.pupu.lt",,"0","0",,,"School_type_private_playschool"
341,"VŠĮ ""Mamos Delne""","VŠĮ “Mamos Delne“","303013956","Kolektyvo g. 236","+37066605005","solveiga@mamosdelne.lt","http://www.mamosdelne.lt",,"6065414","581947","25.271940","54.718420","School_type_private_playschool"
342,"UAB ""MD LT""","UAB ""MD LT""","302825082","Juozo Balčikonio g. 3","+37064151255","info@minidarzeliai.lt",,,"6065549","582814","25.285430","54.719490","School_type_private_playschool"
343,"Nykštukėliai, MB","Nykštukėliai, MB","302910611","M. K. Čiurlionio g. 86","860700408","info@nykstukeliai.lt","http://nykstukeliai.lt",,"6061293","580586",,,"School_type_private_playschool"
344,"VšĮ ""Žemuogėlių pieva""","VšĮ ""Žemuogėlių pieva""","303032344","Laisvės pr. 77C","868476449","888daiva@gmail.com",,,"6065804","579526",,,"School_type_private_playschool"
345,"Asociacija EDUCADO","Asociacija EDUCADO","126304164","Mokyklos g. 36","860030770","info@saviraiskos-studija.lt","http://www.mokyklele.lt",,"6068366","581844",,,"School_type_private_playschool"
346,"VšĮ privatus darželis ""Jorė""","Jorė","303168248","Garvežių g. 15","862307578","darzelis.jore@gmail.com","http://www.darzelisjore.lt",,"6059249","581628",,,"School_type_private_playschool"
347,"VŠĮ Sarmatika","VŠĮ Sarmatika","303162505","Antakalnio g. 22B","+37065759549","info@baltusalele.lt","http://www.baltusalele.lt",,"6063154","584334","25.308330","54.697730","School_type_private_playschool"
348,"UAB Muzikija","UAB Muzikija","147367552","Gražinos g. 22","+37069983033","darzelis@strazdaneles.lt","http://www.strazdaneles.lt",,"6065445","585598","25.328600","54.718090","School_type_private_playschool"
349,"VšĮ „Keturi bambliai"" (Taškius Žvėryne)","VšĮ “Keturi bambliai“ (Taškius Žvėryne)","303375873","Karaimų g. 2A","+37069139655","info@taskius.lt","www.taskius.lt",,"6062207","580936","25.255350","54.689780","School_type_private_playschool"
350,"VšĮ ""Varniukai""","Varniukai","302676756","Stasio Krasausko g. 11","+37067088738","darzelisvarniukai@gmail.com","http://darzelisvarniukai.wix.com/darzelisvarniukai",,"6057129","570308","25.089330","54.645750","School_type_private_playschool"
351,"VšĮ Krikščioniškas vaikų darželis","Krikščioniškas vaikų darželis","302848907","Vydūno g. 20","865543678","krikscioniskas.darzelis@gmail.com","http://www.ref.lt/index.php/krikscioniskas-darzelis",,"6064152","575757",,,"School_type_private_playschool"
352,"VšĮ ""Kvaksius""","VšĮ ""Kvaksius""","303311358","Laisvės pr. 45A","868218724","darzeliskvaksius@gmail.com","www.kvaksius.lt",,"6064748","579299",,,"School_type_private_playschool"
353,"VšĮ ""Po saule""","VšĮ Po saule","303901864","Basiukų 10, Skaidiškių km. Vilniaus raj.","+37064505673","darzelisposaule@gmail.com","www.po-saule.lt",,"6066994","582309",,,"School_type_private_playschool"
354,"MB Mylimukas","MB Mylimukas","303250282","Antakalnio g. 84","861125205","labas@mylimukudarzelis.lt","www.mylimukudarzelis.lt",,"6064775","584715",,,"School_type_private_playschool"
355,"UAB ""Abadelės darželis""","Abadelė","303316889","Kernavės g. 54","+37067131613","Lopselis.abadele@gmail.com","www.abadele.lt",,"6064237","582274","25.276690","54.707790","School_type_private_playschool"
356,"UAB ""Pabirutis""","UAB ""Pabirutis""","303974353","Daugėliškio g. 11","+37060155996","uabpabirutis@gmail.com","www.menuliopasaka.lt",,"6063701","582594","25.281490","54.702930","School_type_private_playschool"
