city,eldership,street,object_name,total_views,views_today,likes,price,price_sq,house_number,flat_number,area,rooms,floor,total_floors,year,object_type,building_type,heating,furnishing,energy_class,window_direction,qualities,facilities,equipment,security,object_id,distance_kindergarden,distance_school,distance_bus_stop,distance_shop,crimes,no2,kd10,time_cathedral,time_train_station,time_shopping_center,time_kirtimai,distance_cathedral,distance_train_station,distance_shopping_center,distance_kirtimai,description,contact,latitude,longitude
Vilnius, Rasos, Rasų g., 4 kambarių butas,401,65,25,860000,7544,,,114.0,4,2,2,2015,,Mūrinis,Dujinis,Įrengtas,,,,,,,,740,740,520,950,,,,18.5,13.0,27.0,30.5,4.6,3.2,6.3,17,"Ramybė, privatumas ir gamta – tai šių namų vizitinė kortelė. Apartamentai įsikūrę atskirame name, jų sienos nesiriboja su kaimynais. Dideli langai ir terasa žvelgia į medžiais apaugusius šlaitus, todėl kasdien galėsite mėgautis žalumos pilnais vaizdais. Laikui nepavaldus interjeras kruopščiai apgalvotas ir pritaikytas prie aplinkos – pasirinktos harmoningai derančios natūralios ir kokybiškos medžiagos. Lieto betono grindys, medžio skydų apdaila suteikia šilumos, o net 5.3 metrus siekiančios lubos - neeilinį erdvės pojūtį. Vidaus erdves jaukumo pripildo įvairios apšvietimo galimybės bei maloniai spragsintis židinys.

Aukštai subtiliai atskiria poilsio ir laisvalaikio zonas – apačioje įrengti du miegamieji bei vonios kambarys, viršuje – erdvi svetainė, virtuvės ir valgomojo erdvė. Atvira antresolė gali tapti darbo, kūrybos ar svečių poilsio zona.

Papildomai galima įsigyti aukštų skliautinių lubų patalpas, į kurias atvesta elektra, vanduo ir internetas. Tai puiki galimybė įsirengti SPA, barą, namų kiną, žaidimų ar meditacijos erdvę – vietą, kuri atspindėtų Jūsų gyvenimo būdą.

Projektas „Rasų namai“, įsikūręs Pavilnių regioniniame parke – vienas išskirtiniausių Vilniuje. Architektūros studijos Paleko ARCHstudija ir Plazma čia sukūrė harmoningą architektūros ir gamtos sintezę, už kurią projektas pelnė tarptautinių įvertinimų.

Pušynų apsuptas kvartalas įsikūręs artimiausioje Senamiesčio kaimynystėje, greta Ribiškių kraštovaizdžio draustinio. Į jį galima patekti tiesiai iš teritorijos – išėjimai veda į išpuoselėtus pasivaikščiojimo takus, vingiuojančius kalvotame reljefe su pievomis, šaltiniais, eglynais ir ąžuolų giraitėmis. Iš gyvenvietės atsiveria net 6 km pažintinių takų su vaizdais į Vilniaus panoramą – sunku patikėti, kad toks gamtos kampelis egzistuoja mieste.

Galbūt tai Jūsų svajonių namai?

PRIVALUMAI

- PAVILNIŲ REGIONINIAME PARKE, RIBOJASI SU RIBIŠKIŲ KRAŠTOVAIZDŽIO DRAUSTINIU;
- DIDELI LANGAI „ŽVELGIA“ Į PUŠYNĄ IR ŠLAITĄ;
- 5.3 M AUKŠTĮ SIEKIANČIOS LUBOS;
- ĮVAIRIOS APŠVIETIMO GALIMYBĖS;
- APARTAMENTAI ĮSIKŪRĘ ATSKIRAME NAME, PRIVATUMAS;
- TERASA, ORIENTUOTA Į MIŠKĄ;
- ŽIDINYS „SPARTHERM“;
- KOKYBIŠKAS, LAIKUI NEPAVALDUS INTERJERAS (stalviršis iš lavos akmens (lava nero) masyvo, baldai „Poliform“, dimeriuojami šviestuvai:„Floss“, „Lithoss“, „Vistosi“, akmens vonia, „Jung“, „Blum“, „Megrame“ langai, šildomos grindys, rekuperacija;
- 2025 m. ATLIKTA VIDAUS RENOVACIJA (perdažytos sienos, pilnai renovuotos grindys ir laiptai, nauja orkaitė ir kaitlentė „Miele“, atnaujinti san.mazgai);
- ARTIMIAUSIOJE SENAMIESČIO KAIMYNYSTĖJE, TIK 6 MINUTĖS IKI AUŠROS VARTŲ;
- PALEKO ARCHSTUDIJOS IR PLAZMA (R. MIKULIONIO) PROJEKTAS „RASŲ NAMAI“, LAIMĖJĘS 2 VIETĄ KONKURSE „BEST INTERIOR AND ARCHITECTURE 2016“, STATYTOJAS „CONTESTUS“;
- PAPILDOMAI GALIMA ĮSIGYTI 3 PARKAVIMO VIETAS IR 89 KV.M AUKŠTŲ SKLIAUTINIŲ LUBŲ PATALPAS;
- ŽEMĖS SKLYPAS 4.2 ARAI;
- UŽDARA TERITORIJA, 24/7 BUDINTI APSAUGA.

BENDRA INFORMACIJA

- Bendras plotas: 114.3 kv.m;
- Apartamentai užima visą atskirą namą, sienos nesiriboja su kaimynais;
- Aukštai: 2+antresolė;
- Kambarių skaičius: 4 (2 iš jų miegamieji + open space antresolė svečiams arba darbui);
- Drabužinė;
- Aukštos lubos (iki 5.3 m);
- Šildymo tipas: dujinis (grindinis, kiekviena patalpa reguliuojama atskirai);
- Grindys: liejamas betonas Weber;
- Židinys;
- Vidaus durys: medinės;
- Laiptai: mediniai;
- Lauko durys: šarvo;
- Langai: „Megrame” mediniai, trijų stiklų paketų, veidrodiniai;
- TELIA šviesolaidis internetas.

NAMO INFORMACIJA

- Statybos metai: 2015;
- Galimybė įsigyti 3 parkavimo vietas ir 89 kv.m aukštų skliautinių lubų patalpas;
- Žemės sklypas: 4.2 a;
- Namo tipas: mūrinis;
- Uždara teritorija, 24/7 budinti apsauga;
- Medžių apšvietimas.

VIETA IR INFRASTRUKTŪRA

- Artimoji Senamiesčio kaimynystė, tik 6 minutės iki Aušros vartų;
- Pavilnių regioniniame parke, ribojasi su Ribiškių kraštovaizdžio draustiniu;
- Tiesiai iš teritorijos galima išeiti į „Taką aplink Vilnių“;
- 5 minutės iki PC LIDL;
- 9 minutės pėsčiomis iki viešojo transporto stotelės;
- 8 minutės iki Liepkalnio slidinėjimo trasų.

Kviečiu apžiūrai Jums patogiu metu!
-----------------
NT brokerė Agnė Navickienė
El.p.: info@solds.lt",+370 690 81465,54.662149,25.313170
Vilnius, Antakalnis, Žirgo g., 4 kambarių butas,414,57,7,266000,2742,3A,,97.0,4,5,5,1996,,Mūrinis,Centrinis,Įrengtas,,,Internetas Virtuvė sujungta su kambariu Kabelinė televizija,Balkonas Sandėliukas Rūsys,Vonia,Šarvuotos durys Kodinė laiptinės spyna,,400,590,100,100,1,12.43,19.83,25.5,33.0,27.0,46.5,5.8,8.2,5.9,20.9,"Parduodamas 4-5 kambarių butas su erdviu balkonu ir sandėliuku Žirgo g. 3A, kokybiškame 1996 metų statybos mūriniame name.
Butas tuščias, kaip nuotraukose, paruoštas remontui.
Galima lengvai perplanuoti į labai patogų trijų miegamųjų butą su erdvia svetaine kartu su virtuve.

4-5 kambariai, 97 kv.m., Žirgo g. 3A, 5/5 aukštas, be lifto.

ESAMAS IŠPLANAVIMAS:
• Erdvi svetainė dalinai sujungta su virtuve (du išėjimai į balkoną).
• Du erdvūs miegamieji.
• Du mažesni vaikų/darbo kambariai.
• Papildoma erdvė darbo zonai.
• Vonios kambarys kartu su tualetu.
• Įstiklintas balkonas (įėjimas iš svetainės ir virtuvės).
• Butas šviesus - langai orientuoti pietų, vakarų ir šiaurės kryptimis.
• Priklauso ~6 kv. m. rūsys.
ĮRENGIMAS:
• Butui reikalingas remontas.
• Šiuo metu butas visiškai tuščias kaip nuotraukose, paruoštas remontui.
• Galima lengvai perplanuoti į labai patogų trijų miegamųjų butą su erdvia svetaine kartu su virtuve.
ŠILDYMAS:
• Šildymas centrinis, tačiau turi individualius daliklius.
PARKAVIMAS:
• Automobiliai statomi aikštelėje prie namo.
VIETA/NAMAS:
• Geltonų plytų 1996 metų statybos kokybiškas mūrinis namas
• Puikus susisiekimas su centru ir kitais svarbiais objektais tiek automobiliu, tiek viešuoju transportu.
• Aplink bėgiojimo ir dviračių takai, pušyno kaimynystė.
• Šalia prekybos centras ""IKI"", restoranas ""Kino studija"".

Skambinti galite Jums patogiu laiku.
Nepavykus prisiskambinti, rašykite SMS, perskambinsiu.
--
RebalticID:
GK37195",+370 657 44365,54.721906,25.320219
Vilnius, Naujininkai, Dariaus ir Girėno g., 1 kambario butas,374,74,9,112000,4000,10,,28.0,1,1,9,1972,,Mūrinis,Centrinis,Įrengtas,,Vakarai,Atskiras įėjimas Nauja kanalizacija Nauja elektros instaliacija Renovuotas namas Virtuvė sujungta su kambariu,Sandėliukas Vieta automobiliui Balkonas Rūsys,Su baldais Šaldytuvas Virtuvės komplektas Viryklė Dušo kabina Vonia,Šarvuotos durys Kodinė laiptinės spyna,,70,190,90,200,5,,,18.0,6.0,20.0,24.5,5,1.6,5.3,13.8,"Jaukus butas arti centro

Parduodamas naujai įrengtas butas
renovuotame name arti miesto centro,
Dariaus ir Girėno g. 10

Buto privalumai:
_
pilnas kapitalinis remontas, po remonto bute niekas negyveno
nauja elektros instaliacija
nauja santechnika
integruota buitinė technika
nauji baldai
bendra erdvė svetainė, virtuvė
erdvus vonios kambarys
atskirta miegamojo, prieškambario zona
įstiklintas balkonas

_
patogi lokacija - 400 m iki Naujamiesčio, 1km iki Senamiesčio
žalia aplinka
rami ir saugi kaimynystė
pastato tipas mūrinis
statybos metai: 1972m
namo renovacijos metai: 2018m
individualiai reguliuojamas šildymas, maži mokesčiai
buto plotas: 28 kv.m.
aukštas: 1/9
_
VIETOS APRAŠYMAS:
Žalia aplinka, tačiau arti miesto centro, visai prie pat reikalingiausia infrastruktūra-
viešojo transporto(troleibusų ir autobusų) stotelė, dviračių takas, o taip pat vaikų darželis bei mokykla pasiekiami vos keletu žingsnių.",+37065554745,54.663344,25.275057
Vilnius, Salininkai, Vaikų g., 2 kambarių butas,624,89,72,42500,1212,,,35.08,2,1,2,1956,,Mūrinis,Centrinis,Įrengtas,,,,,,,,110,560,80,60,,,,30.5,23.5,36.5,14.0,12.9,10.2,14.9,9.4,"Parduodamas šviesus 35,08 kv. m., 2-jų kambarių butas. Butas yra patogioje vietoje gyventi Salininkuose, Vaikų g. Šalia namo yra žalia zona, puikiai išvystyta infrastruktūra. Netoliese yra darželiai, mokyklos, parduotuvės, viešojo transporto stotelės.

Patogus ir greitas susisiekimas su Vilniaus centru tiek asmeniniu, tiek viešuoju transportu.

LABAI GERA INVESTICIJA NUOMAI ARBA GYVENIMUI.

BENDRA INFORMACIJA:
• Kaina: 42.500 €;
• Bendras plotas: 29,82 kv. m. + 5,26 kv. m. bendro naudojimo patalpų;
• Aukštas: 1 iš 2;
• Kambarių sk.: 2;
• Metai: 1956 m.;
• Paskirtis: gyvenamoji;

BUTO IŠPLANAVIMAS, ĮRENGIMAS:
• Langai: plastikiniai;
• Sienos: tapetuotos;
• Grindys: laminatas;
• Durys: šarvo;

KOMUNIKACIJOS:
• Šildymas: centrinis;
• Šviesolaidis internetas: yra;
• Televizija: yra;

PRIVALUMAI:
• Mažaaukštė statyba;
• Tvarkinga laiptinė;
• Ramūs ir tvarkingi kaimynai;
• Šalia namo yra žalia zona;
• Puikiai išvystyta infrastruktūra;
• Sutvarkyta bei prižiūrėta namo aplinka;
• Kodinė laiptinės spyna;
• Patogus susisiekimas tiek nuosavu, tiek viešuoju transportu.

DĖL DETALESNĖS INFORMACIJOS ARBA APŽIŪROS KREIPKITĖS JUMS PATOGIU METU!",+370 602 60600,54.60568,25.259345
Vilnius, Užupis, Polocko g., 4 kambarių butas,521,66,8,475000,3527,,,134.68,4,2,2,"1940 statyba, 2021 renovacija",,Mūrinis,Dujinis,Įrengtas,,,,,,,,120,220,140,250,3,12.63,22.43,8.0,12.0,16.5,36.0,1.7,3.1,4.5,18.7,"Parduodamas funkcionalus dviejų kambarių butas su pastogės patalpomis, kurias galėsite įsirengti pagal savo poreikius. Butas yra prestižinėje Vilniaus vietoje - Užupyje, Polocko g., šalia Vilnelės upės slėnio, UNESCO saugomoje Vilniaus senamiesčio dalyje. Aplinkui gausu restoranų, kavinių, meno galerijų, kino teatrų, bankų ir kitų paslaugų, todėl čia gyventi yra tikras malonumas.
Bute rasite erdvų gyvenamąjį kambarį su virtuve ir valgomuoju, kuriame galėsite mėgautis židiniu, suteikiančiu jaukumo ir šilumos. Taip pat bute rasite erdvų miegamąjį kambarį. Pakilus laiptais į antrą aukštą, rasite dar pilnai neįrengtas pastogės erdves su papildomu san. mazgu, kurias galėsite pritaikyti pagal savo poreikius ir gyvenimo stilių.
Butui priklauso erdvus skliautinis rūsys su atskiru įėjimu iš kiemo, taip pat uždarame kieme yra parkingas dviem automobiliams. Tai ideali vieta tiems, kurie vertina miesto širdies pulsą ir unikalų gyvenimo būdą Užupyje.

BENDRA INFORMACIJA:
- Adresas: Polocko g. Vilnius;
- Pastato tipas: mūrinis;
- Statybos metai: 1940 m.;
- Kapitalinio remonto metai: 2021 m.;
- Aukštas: 2/2;
- Kambarių skč.: 4;
- Šildymas: individualus centrinis šildymas.

BUTO PRIVALUMAI:
- Butui priklauso rūsio patalpos;
- Bute įrengti du san.mazgai;
- Dvi parkavimo vietos privačiame namo kieme;
- Saugi, solidi, kaimynystė;
- Funkcionalus buto išplanavimas;
- Bute yra įrengtas židinys;
- Parduodamas su visais reikiamais baldais;
- Autentiška ir strategiškai patogi vieta, visos gražiausios Senamiesčio gatvės pasiekiamos pėsčiomis;
- Visai šalia muziejai, amatininkų dirbtuvėlės, restoranai, kavinės ir kt.

SUSISIEKIMAS IR INFRASTRUKTŪRA:
- Iki Katedros aikštės ~ 1.2. km;
- Iki artimiausios autobusų stotelės ~ 0.18 km (Užupis stotelė);
- Vilniaus autobusų stotis ir geležinkelio stotis ~ 1.54 km;
- Vilniaus dailės akademija ~ 0.37 km;
- Vilniaus Užupio gimnazija ~ 0.35 km;
- Vilniaus lopšelis-darželis ""Užupiukas"" ~ 0.68 km;
- Prekybos centras IKI ~ 0.19 km;
- Prekybos centras RIMI ~ 0.72 km;
- Prekybos centras LIDL ~ 0.84 km;
- Centro poliklinika, Všį. ~ 1.08 km.;
- Sporto klubas ""Power GYM"" ~1.26 km.
Visus naujausius CAPITAL nekilnojamojo turto skelbimus rasite mūsų internetiniame puslapyje www.capital.lt. Kviečiame apsilankyti!
Jei Jūs parduodate, norite keisti ar ieškote panašaus objekto, skambinkite - rasiu Jums pirkėją ar pasiūlysiu Jums alternatyvų.
CAPITAL CREW NT brokerė Rima Okon
Tel: +370 640 64 202
rima.okon@capital.lt",+370 640 64202,54.681260,25.303169
Vilnius, Žvėrynas, Pieninės g., 3 kambarių butas,401,65,55,280000,5600,,,50.0,3,5,6,2017,,Mūrinis,Centrinis kolektorinis,Įrengtas,B,,Internetas Virtuvė sujungta su kambariu,Balkonas,Su baldais Skalbimo mašina Vonia,Šarvuotos durys Signalizacija Kodinė laiptinės spyna,,100,440,320,340,,,,15.0,17.5,9.0,23.5,3.9,5.3,1.9,14.2,"NAUJA KAINA!
Parduodamas jaukus, klasika alsuojantis, kokybiškai įrengtas butas visų pamėgtame “Žvėryno namai” projekte.
Uždara, puikiai prižiūrima, apželdinta teritorija su vaikų žaidimų aikštelėmis ir fontanėliais, tobulas pasirinkimas šeimai!

BUTO PRIVALUMAI:
• Buto langai orientuoti į rytinę, pietinę ir vakarinę puses, todėl butas labai šviesus;
• Erdvus beveik 5 kv.m balkonas;
• Funkcionalus išplanavimas: bendra svetainės-valgomojo-virtuvės erdvė, 2 izoliuoti kambariai, atskira drabužinė, vonia su langu, balkonas;
• Kokybiškas įrengimas: ąžuolinės parketlentės grindys, Siemens buitinė technika, akmens masės plytelės;
• Mažos šildymo sąskaitos;
• Šildomos grindys vonioje;
• Apsaugos Sistema DSC;
• Uždara, aptverta, apželdinta projekto teritorija su fontanu, vaikų žaidimų aikštele, poilsio suoliukais;
• Vieta 1 automobiliui požeminiame parkinge, vartai automatiniai (+25 000 eur);
• Sandėliukas rūsyje 3,51 kv.m (+10 000 eur);
• Liftas, kuriuo patenkama tiesiai į požeminį parkingą, sandėliuką;
• Solidi kaimynystė;
• Teritorijai ir parkingas stebimi vaizdo kameromis;
• Patikimas namo statytojas Hanner – kokybiškas namas;
• Švarus, tvarkingas, tinkamas gyventi iš karto;
• Vos per kelias minutes pasiekiamas Vingio parkas, Neries krantinė, pilnai išvystyta paslaugų ir parduotuvių infrastruktūra (PC Panorama);
...........................................................................
BENDRA INFORMACIJA:
• Hanner “Žvėryno namai”;
• Butas 2017 m. statybos;
• Pieninės g. 14, Vilnius;
• Bendras plotas beveik 50 kv.m;
• 3 kambariai;
• 5/6 aukštas;
• Namo administratorius Admi;
• Kvartalo bendrija Žvėryno namai;
...........................................................................
KOMUNIKACIJOS:
• Šildymas centrinis kolektorinis;
• Vanduo miesto;
• Kanalizacija miesto;
• Signalizacija;
• Telia internetas;
...........................................................................
IŠPLANAVIMAS:
• Svetainės-valgomojo-virtuvės erdvė – 25,33 kv.m;
• Balkonas – apie 5 kv.m – į bendrą buto plotą neįskaičiuotas;
• Miegamasis – 11 kv.m;
• Kambarys – 9 kv.m;
• Vonios kambarys – 4,3 kv.m;
• Drabužinė – 3 kv.m;

...........................................................................
SUSISIEKIMAS:
~ 200 m iki prekybos ir pramogų centro PANORAMA;
~ 300 m iki viešojo transporto st. „Panorama“ (autobusai 30, 49, 69, troleibusai 9, 19);
~ 86 m iki Žvėryno klinikos;
~ 870 m iki lopšelio-darželio „Pušynėlis“;
~ 890 m iki Vilniaus Genio pradinės mokyklos;
~ 1,07 km iki Vilniaus Žvėryno gimnazijos;
~ 2,16 km iki Gedimino pr.;
~ 2,4 km iki Vingio parko;
Visus naujausius CAPITAL nekilnojamojo turto skelbimus rasite mūsų internetiniame puslapyje www.capital.lt. Kviečiame apsilankyti!",+370 620 40488,54.701755,25.255041
Vilnius, Pašilaičiai, Perkūnkiemio g., 2 kambarių butas,507,66,61,170000,2576,,,66.0,2,4,9,2008,,Mūrinis,Centrinis kolektorinis,Įrengtas,,,Internetas Virtuvė sujungta su kambariu Kabelinė televizija,Balkonas,Su baldais Skalbimo mašina Vonia,Šarvuotos durys Kodinė laiptinės spyna,,160,770,40,250,5,,,27.0,30.0,22.0,22.5,8.9,10.4,7.1,15.4,"PARDUODAMAS ERDVUS 2 KAMBARIŲ BUTAS SU BALKONU.
Gali būti lengvai perdaromas į 3 kambarių butą (plano pvz žiūrėti prie nuotraukų).

PRIVALUMAI:

- Puikiai perdaromas į 3 kambarius;
- Parduodamas su baldais ir buitine technika;
- Erdvi svetainė – virtuvė – 44 kv.m.;
- Miegamasis – 12 kv.m;
- WC yra ir dušas, ir vonia;
- Butas turi balkoną;
- Automobilių stovėjimo vieta.

BENDRA INFORMACIJA:

- Bendras plotas – 65,78 kv.m.;
- Kambarių skaičius – 2;
- Namo tipas – mūrinis;
- Buto aukštas – 4 iš 9;
- Buto šildymo tipas – centrinis - kolektorinis (reguliuojamas);
- Statybos metai – 2008 m.

KAMBARIŲ APDAILA:

- Grindys - parklets/akmens masės plytelės;
- Langai - plastikiniai su stiklo paketais;
- Sienos - dažytos/plytelės;
- Vidaus durys - medinės;
- Įėjimo durys – šarvuotos.

KITA INFORMACIJA:

- Ekonomiškas šildymas;
- Ramūs kaimynai ir tvarkinga laiptinė;
- Liftas;
- Telefonspynė;
-Antžeminė vieta kieme automobiliui parduodama už papildomą kainą.

INFRASTRUKTŪRA:
Tai patogus rajonas gyvenimui - aplinkui susiformavusi visa reikalinga infrastruktūra, prekybos centrai, sporto klubai, gydymo ir ugdymo įstaigos, vietos praleisti laisvalaikiui.
Visus naujausius CAPITAL nekilnojamojo turto skelbimus rasite mūsų internetiniame puslapyje www.capital.lt. Kviečiame apsilankyti!
Puikus pasirinkimas vertinantiems patogų gyvenimą !

Turite klausimų? Norite apžiūrėti? Skambinkite ar rašykite! Susitarsime dėl individualios apžiūros.
Netiko kaina? Teikite savo kainos pasiūlymą – būtinai apsvarstysime.

NT PIRKIMAS:
• Šį NT objektą padėsime įsigyti itin patraukliomis banko kreditavimo sąlygomis, nes bendradarbiaujame su visais šalies bankais ir gauname išskirtines sąlygas savo klientams.
• Taip pat bendradarbiaujame su NT vertintojais, draudimo brokeriais bei notarų biurais, kurie palengvina NT sandorį.

KONTAKTINIS ASMUO
DOVILĖ STANIŠAUSKĖ
+370 620 404 88",+370 620 40488,54.738797,25.219631
Vilnius, Justiniškės, Sidaronių g., 2 kambarių butas,366,49,86,185950,4253,23,,43.72,2,2,3,2018,,Mūrinis,Centrinis kolektorinis,Įrengtas,B,,Aukštos lubos Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Balkonas Vieta automobiliui,Kondicionierius Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Dušo kabina,Šarvuotos durys,,590,720,20,560,,,,30.5,29.5,23.5,22.0,7.5,11,5.9,11.7,"4000 eur SUMAŽINTA KAINA galioja tik iki 2025.12.31

Mažinu kainą 4000 eur.
Ši nuolaida galioja tik iki 2025.12.31.
Vėliau grąžinsiu realią kainą ir ją didinsiu proporcingai, kai augs butų kainos aplink.


TARPININKAMS:
GRIEŽTAI D R A U D Ž I U skambinti!!!
Visus savo objektus mes įrengynėjame ir parduodame patys, be tarpininkų.

Puikus butas už išskirtinai gerą kainą!
Šalia statomi nauji namai, kur panašios kvadratūros butai su apdaila kainuoja net apie 211 000 €!

Butas labai patogus, vieta unikali!

Vos už kelių žingsnių pasieksite parką, Buivydiškių tvenkinį, netoliese įsikūrę prekybos centrai, ugdymo įstaigos, o aplinkkelis užtikrina greitą susisiekimą. Vilniaus senamiestį automobiliu pasieksite vos per 10 minučių.

Kokybiškai įrengtas 2-jų kamb. butas šalia VANDENS ir p/c “VILNIUS OUTLET”.

PRIVALUMAI

~ Nauja MAŽAAUKSTĖ STATYBA ( ! )
~ Didelė bendra terasa su nuostabiais saulėlydžiais ( turbut gražiausiais Vilniuje)!
~ Bute žiema šilta, vasarą nėra karšta;
~ Butas įrengtas labai kokybiškai;
~ Balkone įrengta didelė spinta.
~ Įrengtas naujas kondicionerius;
~ Šalia aplinkelis - patogus susisiekimas su kitais Vilniaus rajonais!
~ Aplink tik naujos statybos namai. Graži, sutvarkyta aplinka. Kaimynai labai prižiūri savo terasas. Vasara be galo gražu aplink;
~ Draugiška kaimynystė;
~ Tvarkinga ir erdvi laiptinė su kodinėmis durimis;
~ Prie pat namo viešojo transporto stotelė ( 32 autobusas);
~ Nėra lifo ir sąskaitų už jo išlaikymą, lifto remontus ir t.t.;
~ Butas 2-me aukšte ( patogiausis aukštas). Apačioje taip pat yra šildomas butas, o ne šaltas parkingas.
- Tik šio buto pirkėjams galime parduoti patogią požeminę parkavimo vietą. Jos kaina – 17 000 EUR. Atskirai parkavimo vietos neparduodame.
Taip pat galima parkavimo vietą išsinuomoti.

Butas parduodamas su įmontuotais baldais ir buitine technika.

ĮRENGIMAS

~ Šarvo durys;
~ Dideli panoraminiai langai;
~ Padarytas patogus ir jaukus lubinis apšvietimas. Taip pat spintų apšvietimas ( labai patogu);
~ Kokybiškos durys;
~ Kokybiška buitinė technika.

VIETA

~ Šalia p/c “VILNIUS OUTLET”, kuriame didelis sporto klubas, parduotuvės, daug kavinių;
~ Labai patogus susisiekimas su kitais Vilniaus rajonais. Vos kelios minutės nuo aplinkelio;
~ Šalia ežeras, kur galima ilsetis ir maudytis. Gražus papludimys.
~ Iki miesto centro tik 6,5 km.

PARKINGAS

1) Automobilį galima statyti šalia namo;

2) Požeminis parkingas – papildomai + 18 000 eur. Jį parduosimei tik mūsų buto pirkėjams – atskirai neparduosime. Taip pat galima parkingo nuoma.

KAINA

Butas kokybiškai įrengtas. Labai gera buto ( ! ) ir namo lokacija!

Šalia parduoda butus be apdailos panašios kvadratūros ~ 161 000 eur + papildomai apdaila ir baldai ~ 1000 - 1200 eur / m2 = ~ 50 000 eur = 211 000 eur arba brangiau.

Kuriu interjerus ir įrenginėju butus, žinau kokios kainos dabar.",+370 663 92833,54.708941,25.20328
Vilnius, Žirmūnai, Žirmūnų g., 5 kambarių butas,398,28,49,169000,2720,115,,62.14,5,6,9,"1969 statyba, 2020 renovacija",,Blokinis,Centrinis,Įrengtas,,"Šiaurė, vakarai, pietūs, rytai",,,,,,180,500,250,180,,,,19.5,26.0,18.5,38.5,5.4,7.9,4.3,18.8,"IEŠKOTE BUTO INVESTICIJAI, KURIS GENERUOTŲ BENT 8%+ METINĘ GRĄŽĄ?
=================================================================
ŠIS PASIŪLYMAS BŪTENT JUMS. ĮDARBINKTE SAVO PINIGUS.
=================================================================

Parduodamas investicinis objektas - butas su įrengtais 5 atskirais rakinamais kambariais, su bendro naudojimo virtuve ir sanitariniais mazgais.

Objektas pagal faktą jau yra nuomojamas ir generuoja pajamas.

Pagrindiniai nuomininkai - studentai, kurių Vilniuje niekada netrūksta.

=================================================================

Metinės pajamos jau atskaičius komunalinius mokesčius ir verslo liudijimo mokestį sudaro - 17.400 eurų.

Šio konkretaus objekto grąža siekia net 10%.

Namas renovuotas 2020 metais, praplėsta automobilių aikštelė.

Buto išplanavimo pokyčiai įregistruoti ir įteisinti registrų centre.

Galima pirkti su būsto paskola.

Sudomino? Susisiekite!

Šiuo metu galime pasiūlyti net 5 panašios grąžos variantus.

=================================================================

Daugiau informacijos susisiekus telefonu +37065608134

Padėsime parengti visus reikalingus dokumentus, jei reikės pagalbos gauti kreditą, nukreipsime į patikimą finansų brokerį.

=================================================================",+370 656 08134,54.723493,25.303406
Vilnius, Šnipiškės, Kalvarijų g., 4 kambarių butas,405,44,26,158000,2510,160,,62.95,4,7,9,1976,,Blokinis,Centrinis,Įrengtas,,"Vakarai, rytai",,,,,,150,350,150,150,,,,17.0,23.5,7.5,30.5,3.1,5.6,2,15.4,"IEŠKOTE BUTO INVESTICIJAI, KURIS GENERUOTŲ BENT 8%+ METINĘ GRĄŽĄ?
=================================================================
ŠIS PASIŪLYMAS BŪTENT JUMS. ĮDARBINKTE SAVO PINIGUS.
=================================================================

Parduodamas investicinis objektas - butas su įrengtais 4 atskirais rakinamais kambariais, su bendro naudojimo virtuve ir sanitariniais mazgais.

Objektas pagal faktą jau yra nuomojamas ir generuoja pajamas.

Pagrindiniai nuomininkai - studentai, kurių Vilniuje niekada netrūksta.

=================================================================

Metinės pajamos jau atskaičius komunalinius mokesčius ir verslo liudijimo mokestį sudaro - 13.200 eurų.

Šio konkretaus objekto grąžą viršija 8%.

Buto išplanavimo pokyčiai yra įregistruoti ir įteisinti registrų centre.

Galima pirkti su būsto paskola.

Sudomino? Susisiekite!

Šiuo metu galime pasiūlyti net 5 panašios grąžos variantus.

=================================================================

Daugiau informacijos susisiekus telefonu +37065608134

Padėsime parengti visus reikalingus dokumentus, jei reikės pagalbos gauti kreditą, nukreipsime į patikimą finansų brokerį.

=================================================================",+370 656 08134,54.708845,25.283641
